,Allwords,Unweighted Clustering Score,Weighted Clustering Score,Categorical Reasoning Score
142,"DESIRE, DRIVE, RESOLVE, WILL, HAT, SHORTS, SUNGLASSES, TEE, ARRAY, BATTERY, SET, SERIES, FLY, POWER, RADISH, SHOE",0,0,0
143,"BED, CHAIR, COUCH, TABLE, BEAR, HARBOR, HOLD, MAINTAIN, BALANCED, DRY, FULL, SWEET, GOLDILOCKS, IRONIC, LEADERSHIP, TINDER",1,1,1
144,"BOIL, FRY, POACH, SCRAMBLE, BUZZ, KICK, RUSH, THRILL, AXE, DART, HORSESHOE, RING, BODY, BUBBLE, GIFT, SHRINK",2,5,2
145,"BENCHMARK, GAUGE, STANDARD, YARDSTICK, BET, CALL, CHECK, FOLD, COMBINATION, DRY, NORMAL, OILY, KENT, MARY, MASS, WASH",1,1,1
146,"JAB, POKE, PROD, STICK, ADDER, BOA, MAMBA, MOCCASIN, BALL, PRINCE, PUMPKIN, SLIPPER, BOWTIE, ELBOW, TUBE, WHEEL",0,0,0
147,"FALL, SLIP, SPILL, TRIP, MINERAL, SPRING, STILL, TAP, CORSET, DIABOLO, HOURGLASS, WASP, BOO-BOO, BROWN, HONEY, TEDDY",0,0,0
148,"GASPS, HUFFS, PANTS, PUFFS, CANS, CURES, SALTS, SMOKES, BINDS, JAMS, PICKLES, SPOTS, KETTLES, MITTENS, RAINDROPS, WHISKERS",0,0,0
149,"MIGHTY, PRETTY, REALLY, VERY, DAISY, GOOFY, HAPPY, LADY, BABY, NAVY, SKY, TIFFANY, ARMY, COLONY, LIVERY, SHINY",0,0,0
150,"DEPARTED, LEFT, SPLIT, WENT, ACE, AVIATOR, FLIER, PILOT, BLUE, FIN, GRAY, RIGHT, ATM, CASINO, SCHEDULE, SPATULA",0,0,0
151,"AMEND, CORRECT, FIX, REVISE, FIGHT, ROW, SCRAP, TIFF, BINGO, LOTTERY, ROULETTE, WAR, BLUE, COMPUTER, POKER, POTATO",1,1,1
152,"BASS, BASSOON, HARP, RECORDER, BLOOM, BUD, SHOOT, SPROUT, FOSTER, NURSE, RAISE, REAR, CORONA, FLARE, LIGHT, RADIATION",4,10,4
153,"CLIP, PACE, RATE, SPEED, FASTER, GO, HURRY, MOVE, CLIPPER, PACER, ROCKET, SPUR, COMMUTE, MEDICINE, PROMPTER, VISION",1,2,1
154,"BEIGE, CAMEL, KHAKI, TAN, CUT, DITCH, MISS, SKIP, BLOWOUT, ROMP, ROUT, SWEEP, CHEESE, COLOR, HAMSTER, PRAYER",1,1,1
155,"CREDIT, GLORY, PRAISE, PROPS, DISCOVER, FIND, LEARN, REALIZE, CHASE, TAIL, TRACK, SHADOW, NAME, PHOTO, STAMP, VISA",0,0,0
156,"CRICKET, FROG, HARE, KANGAROO, CRUSH, MASH, PRESS, SQUASH, BREAKING, HOCKEY, SKELETON, TRAMPOLINE, MOOD, RECORD, TABLE, VOLLEYBALL",0,0,0
157,"GAB, JAW, YAK, YAP, COW, DOE, EWE, HEN, BIB, EYE, GAG, POP, EAR, MAR, MER, SAT",1,2,1
158,"ASTROTURF, JUMBOTRON, SCOREBOARD, SKYBOX, FUJIFILM, HASSELBLAD, OLYMPUS, POLAROID, BOLOGNESE, NEAPOLITAN, PARMESAN, VENETIAN, CREAMSICLE, JOURNEYMAN, KISSCAM, RUSHMORE",4,10,3
159,"CAST, GENRE, PLOT, TITLE, AFFECT, AIRS, CHARADE, FRONT, BERRY, KING, PAGE, WATERS, FIDDLE, GUESS, NATURE, WIND",0,0,0
160,"CYCLE, PHASE, ROUND, STAGE, CYGNUS, GEMINI, ORION, PEGASUS, CYCLONE, GALAXY, SNAIL, SUNFLOWER, CYCLOPS, MONOLOGUE, SOLITAIRE, UNICYCLE",1,2,1
161,"ABSURDITY, FOLLY, MADNESS, NONSENSE, ADVANCE, MARCH, PROGRESS, PUSH, CHEESE, FEET, GARBAGE, SKUNK, CUT, FAKE, FREEZE, SIX",1,1,1
162,"CONTRACT, LESSEN, REDUCE, SHRINK, BUSINESS, COACH, FIRST, PREMIUM, CHECK, REVIEW, SCREEN, VET, FINALE, PILOT, PREMIERE, SPECIAL",1,1,1
163,"BLAST, KNOCK, SLAM, TRASH, APOLOGIES, OOPS, PARDON, SORRY, DEFENSE, EXCUSE, OUT, REASON, DATE, DEAD, DIRTY, DOH",0,0,0
164,"HIT, SMASH, SUCCESS, WINNER, BUMP, SERVE, SET, SPIKE, MOO, NEW, PIE, ROW, DADDY, DAY, JACKIE, JELL",0,0,0
165,"CANDY, COSTUME, DECORATIONS, PUMPKIN, ANISE, FENNEL, LICORICE, TARRAGON, BEAN, MELON, NOODLE, NUT, BAGUETTE, EMERALD, PRINCESS, RADIANT",0,0,0
166,"CLASS, DIVISION, RANK, TIER, AND, ALSO, PLUS, WITH, BOSTON, GOLDEN, LAB, PIT, DADDY, HARLEM, HOWL, IF",2,3,2
167,"BABY, MOTHER, PAMPER, SPOIL, BOOTY, BUM, CAN, REAR, ROBE, SLIPPERS, TOWEL, WASHCLOTH, CRADLE, EYE, MEOW, PAJAMAS",1,2,1
168,"BALL, BONE, FRISBEE, STICK, BLOCK, COVER, HIDE, OBSCURE, COMMAND, CONTROL, OPTION, SHIFT, BLANK, FLAKE, FORGET, SPACE",1,1,1
169,"DOWN, INHALE, SCARF, WOLF, CONCENTRATION, DEGREE, MAJOR, MINOR, BLANKET, BROAD, GENERAL, SWEEPING, BAR, CADET, HEATER, STATION",0,0,0
170,"GRANDE, MARS, STYLES, SWIFT, CHANNEL, MEANS, MEDIUM, VEHICLE, OUTSIDE, REMOTE, SLIM, SMALL, LARGE, LEGEND, PROOF, ROOM",0,0,0
171,"HALL, LIBRARY, LOUNGE, STUDY, ASSOCIATE, FELLOW, PARTNER, PEER, BUNNY, EGG, JELLY BEAN, PEEP, ANIMAL, BIRTHMARK, SPY, UNIT",4,10,3
172,"MASS, SEA, SLEW, TON, BUCKLE, CAVE, COLLAPSE, GIVE, SHOUT, SNAP, WAVE, WHISTLE, BUTTON, DANCE, FLOP, LAUGH",1,1,1
173,"AGENT, ASSET, MOLE, SLEEPER, FOOT, LINE, METER, VERSE, COUCH, IMPLY, INTIMATE, SUGGEST, KELVIN, OKAY, POTASSIUM, THOUSAND",0,0,0
174,"BREAD, BUTTER, GARLIC, PARSLEY, BET, GAMBLE, RISK, STAKE, ADVENTURE, FANTASY, FRONTIER, TOMORROW, BASEBALL, CRICKET, FRUIT, VAMPIRE",1,1,0
175,"HOP, JUMP, LEAP, SPRING, CHEST, COFFER, SAFE, VAULT, AGE, DAY, ERA, TIME, DRIB, FLOW, REED, TANG",4,10,3
176,"AMERICAN, BLUE, JACK, SWISS, HAMMER, HURDLE, JAVELIN, POLE, CUBAN, KITTEN, STILETTO, WEDGE, DATE, DUTCH, JEOPARDY, SPACE",1,2,1
177,"HEADBAND, MULLET, NEON, SPANDEX, PIKE, SPLIT, STRADDLE, TUCK, ANIMAL, GOLDFISH, OYSTER, RITZ, CORPORATE, ROPE, SALMON, WORD",1,1,1
178,"BITTER, SALTY, SOUR, SWEET, BRAVE, CONFRONT, FACE, MEET, KIND, SORT, TYPE, VARIETY, EXPRESSION, MANNER, ROMANTIC, SURREAL",1,1,1
179,"LUMBER, PLOD, STOMP, TRUDGE, ELASTIC, LIMBER, PLASTIC, SUPPLE, FOIL, GLOVE, JACKET, MASK, BASSINET, CELLOPHANE, HARPOON, ORGANISM",0,0,0
180,"FACTORY, MILL, PLANT, SHOP, WIND, WINE, WING, WINK, CORE, RIND, SEED, STEM, FEATHER, HEAVY, LIGHT, MIDDLE",2,4,2
181,"CARAVAN, FLEET, PARADE, TRAIN, OLIVE, FOREST, LIME, MINT, DEMOCRATIC, EROTIC, NOBLE, SAD, BOOK, CACTUS, HEDGEHOG, SKELETON",2,4,0
182,"BARK, GROWL, HOWL, WHINE, ARM, BRANCH, CHAPTER, WING, CRADLE, FONT, ROOT, SOURCE, CLUE, FROWN, MELLOW, PREEN",1,1,1
183,"BADGERS, BUGS, HOUNDS, NAGS, ANNIE, CABARET, CATS, COMPANY, COMPUTER, PIANO, SUPER, TESTS, FISH, HARD KNOCKS, ROCK, THOUGHT",0,0,0
184,"BORE, DRAG, DRIP, DUD, BRASS, RHYTHM, STRING, WIND, BEAD, DROP, GLOB, TEAR, BEAT, CHARRED, LEAK, PEE",0,0,0
185,"KINDLING, LOG, MATCH, TINDER, BLOW, BUMBLE, FLUFF, SPOIL, DRILL, GRINDER, ROUTER, SAW, FRAME, HANDLE, HINGE, LOCK",4,10,3
186,"GRAZE, NIBBLE, PECK, SNACK, HUNT, TRACK, TRAIL, STALK, BEANS, PASTA, STOCK, VEGETABLES, BROAD, FORE, POD, TYPE",1,1,1
187,"CURL, LOCK, RINGLET, TRESS, COVERAGE, EXPOSURE, PRESS, PUBLICITY, DOM, ION, NESS, SHIP, FAMILY, FLEA, FLYING, MEDIA",2,4,2
188,"CROC, LOAFER, MOCCASIN, SLIPPER, BOA, HEADDRESS, PILLOW, SHUTTLECOCK, BASIC, JAVA, PYTHON, RUBY, COBRA, INSPIRATION, LIGHTNING, UNION",0,0,0
189,"MONITOR, SURVEY, TRACK, WATCH, BEACH, DESERT, HOURGLASS, PLAYGROUND, BAKE, BROIL, LIGHT, TIMER, BLUR, OASIS, PULP, SUEDE",0,0,0
190,"BRUSH, GRAZE, KISS, SKIM, ODD, PERFECT, PRIME, WHOLE, OYSTER, PLUM, SOY, XO, CLAW, FRUIT, HUG, WITNESS",1,2,1
191,"EGG, GOAD, SPUR, URGE, JAWBREAKER, MEATBALL, MOZZARELLA, ORANGE, DAIRY, FROZEN, PRODUCE, SNACK, BANANAS, FIGURE, FISH, STEADY",0,0,0
192,"DROP, ECHO, FREEZE, LAG, MIME, PRISONER, REFEREE, SAILOR, GENIE, MONKEY, PARROT, PRINCESS, APOLLO, CANDLES, FANTASTIC, SAMURAI",1,1,0
193,"BUZZ, DRONE, HUM, PURR, BARGE, DORY, SCOW, SLOOP, AMERICA, HOOK, MORGAN, NEMO, AUTO, BUREAU, DEMO, PLUTO",2,3,2
194,"CANARY, FINK, RAT, SNITCH, JAM, PACK, SQUEEZE, STUFF, CAT, COW, MOUNTAIN, TRIANGLE, BUTTER, DRAGON, FIRE, HORSE",1,2,0
195,"REWIND, SHUFFLE, SKIP, STOP, AIR, RUN, SCREEN, SHOW, BATH, CARD, CURTAIN, PICTURE, EON, ETHER, NET, TOW",0,0,0
196,"ARROW, BOW, QUIVER, TARGET, BRIDGE, GIN, SPIT, WAR, BELT, CLOCK, DECK, SLUG, ANCHOR, DRAGON, HEART, ROSE",0,0,0
197,"CRAB, RAY, SPONGE, SQUID, CIRCLE, DIAMOND, SQUARE, TRIANGLE, BOB, CROSS, HOOK, WEAVE, FEAST, FREE, PANTS, THAT",2,3,2
198,"BRIGHT, FLASHY, GARISH, LOUD, GAS, STINKER, TOOT, WIND, DIRTY, HONEY, PLATINUM, STRAWBERRY, HUG, OF, OXYGEN, ZERO",0,0,0
199,"BROTHER, LORD, PLEASE, SHEESH, BISHOP, CARDINAL, PASTOR, PRIOR, HEART, MADONNA, PRINCE, QUEEN, DELI, NIECE, ROAM, SOUL",2,5,2
200,"COCOA, COFFEE, MATE, TEA, BORING, DULL, MUNDANE, VANILLA, ACT, BIT, ROUTINE, SET, DIRTY, DRY, TWIST, UP",1,3,1
201,"AGENCY, COMPANY, ENTERPRISE, FIRM, COOP, PEN, STABLE, STY, FLUFFY, REX, ROVER, SPOT, INK, LACK, OLD, RANGE",4,10,3
202,"BREAK, HOLIDAY, LEAVE, RECESS, BUCKLE, HOLE, LOOP, STRAP, HOLEY, HOLI, HOLY, WHOLLY, DOG, DRIFT, HOLLY, SANDAL",1,1,1
203,"CLIP, CUT, PARE, TRIM, BUILT, JACKED, RIPPED, SWOLE, BUFF, FAN, LOVER, NUT, BRAIN, PRUNE, PUG, WALNUT",0,0,0
204,"CHEER, GLEE, FESTIVITY, MIRTH, BAND, CATERER, FLORIST, OFFICIANT, CHOIR, FIRE, LIAR, FRYER, BARBECUE, ORCHESTRA, SNAKE, TAR",1,2,1
205,"BANG, HAMMER, POUND, SLAM, CHRONICLE, HERALD, REGISTER, SUN, BANANA, CROISSANT, MOON, SICKLE, FEATHER, FLOWER, MUSHROOM, STAR",0,0,0
206,"PITCH, PLUG, PROMOTE, PUSH, COUPLE, ITEM, PAIR, THING, AD, ALL, DEUCE, LOVE, BREAD, DRAGON, JACK, PASSION",0,0,0
207,"CREST, PEAK, SUMMIT, VERTEX, CELL, CONTACT, DIGITS, NUMBER, BABY, MINI, POCKET, TOY, BAG, BOARD, RACKS, TILES",4,10,4
208,"ACHE, BURN, SMART, STING, GUARD, MIND, TEND, WATCH, BRAIN, COURAGE, HEART, HOME, ANSWER, TWO, WRIST, WRONG",1,1,1
209,"BALL, BASE, BAT, GLOVE, BLOW, LICK, SOCK, STRIKE, BOOT, IRON, THIMBLE, TOP HAT, BAD, BUGS, DUST, HONEY",0,0,0
210,"BIG, HOT, IN, POPULAR, CHARACTER, GLYPH, ICON, SYMBOL, ASSESS, CHARGE, FINE, LEVY, HANDSOME, HIPPO, LEGEND, LIPID",2,5,2
211,"CALCULATOR, CALENDAR, CAMERA, CLOCK, CONE, IRIS, LENS, PUPIL, DADA, GRAMMY, MUM, POPPY, EXPOSE, PATE, RESUME, ROSE",1,2,1
212,"COIN, CREATE, DEVISE, INVENT, FINE, PRIME, QUALITY, STERLING, AT, DOLLAR, PERCENT, POUND, BAR, BUCK, TIME, TORCH",1,2,1
213,"BATON, SCEPTER, STAFF, WAND, CAVITY, CROWN, FILLING, PLAQUE, APPROVED, PAID, URGENT, VOID, GAP, LEAP, LIGHT, SCHOOL",0,0,0
214,"FLEECE, HOSE, ROB, STIFF, CANDLE, CRAYON, HONEYCOMB, SEAL, CABIN, ENGINE, NOSE, WING, BULB, EAR, HEAD, STALK",0,0,0
215,"DIP, DROP, FALL, SINK, BLAZE, FLY, RACE, TEAR, MODERN, SALSA, SWING, TAP, BOOM, CARROT, SHOWER, TALK",1,1,1
216,"CHERRY, FUDGE, NUTS, SPRINKLES, DESERT, DITCH, MAROON, STRAND, CURSES, DARN, RATS, SHOOT, FUZZY, PEPPERS, SEASHELLS, WOODCHUCK",1,2,1
217,"GRANDSTAND, PEACOCK, POSTURE, STRUT, MAIN, PARAMOUNT, PRIME, SUPREME, BLUE, GREEN, WHITE, YELLOW, CHAIN, COVER, LOVE, SCARLET",1,2,1
218,"MEAN, MEDIAN, MODE, RANGE, BASE, BOND, ELEMENT, SOLUTION, AWFUL, PRETTY, RATHER, REAL, GLASS, GROSS, KING, STERN",2,3,2
219,"CON, DUPE, FOOL, TRICK, DOPE, SCOOP, SKINNY, WORD, CANT, LEAN, LIST, SLOPE, BOOB, EGGSHELL, GIGGLE, HELLO",0,0,0
220,"BALLOT, ROSTER, SLATE, TICKET, BUFFER, CUSHION, PAD, SHIELD, CAPSULE, CREAM, SYRUP, TABLET, COAT, GREEN, POD, SOUP",2,4,1
221,"BILL, CHECK, INVOICE, TAB, PINCH, ROB, STEAL, SWIPE, BUCK, BULL, JACK, TOM, JEAN, PANT, SHORT, TIGHT",2,6,2
222,"BADGE, INVITE, PASS, TICKET, CHAIR, DIRECT, LEAD, RUN, CENTER, END, SAFETY, TACKLE, HOLD, PUNT, STALL, TABLE",0,0,0
223,"ISSUE, MATTER, POINT, SUBJECT, CHAPTER, PERIOD, PHASE, STAGE, DASH, SHOCK, TANK, WHEEL, BLEW, CHORAL, READ, ROWS",0,0,0
224,"GAS, LIQUID, PLASMA, SOLID, GREAT, HERO, ICON, LEGEND, PHAT, PHEW, PHILLY, PHISH, ELEVATOR, FEVER, PERFECT, SALES",2,4,2
225,"CHARM, CURSE, HEX, SPELL, FLUE, GRATE, LOG, POKER, CARDS, CHIPS, DICE, SLOTS, CRUMBLE, MELT, SHRED, SLICE",1,1,1
226,"BROOM, MOP, RAG, SPONGE, SALT, FAT, ACID, HEAT, DUST, PEPPER, POLLEN, SMOKE, MAGNUM, MONK, SHAFT, TRACY",2,5,1
227,"BASKETBALL, CARROT, GOLDFISH, PUMPKIN, POLE, ROD, STAFF, STICK, CART, CLUB, HOLE, TEE, CIRCLE, HORSESHOE, PITCHFORK, TRIANGLE",0,0,0
228,"ALPHABET, AMAZON, APPLE, META, BAR, FINAL, ORAL, PHYSICAL, BEAUTY, GEM, MARVEL, PEACH, BABY, EYE, SWEET, WISDOM",0,0,0
229,"FUNK, MUSK, ODOR, TANG, ROCK, SWAY, SWING, WAVE, AFRO, BONE, FIGHT, LOCK, CRYSTAL, DISCO, FOUL, GUTTER",1,2,1
230,"JOSH, KID, RIB, TEASE, HEIGHT, MAX, PEAK, TOP, DOZEN, GROSS, PAIR, SCORE, ADULT, KISS, TEN, TIMES",0,0,0
231,"BOW, BOX, CARD, WRAPPING, BLOCK, MATCH, MESSAGE, SWIPE, FIRE, LIT, SICK, TIGHT, BREAK, CHARM, DUCK, STRIKE",0,0,0
232,"FLOAT, FLY, GLIDE, SOAR, BUG, MIKE, TAP, WIRE, CHECK, MARK, TICK, X, 40, COLE, PAIN, TIP",0,0,0
233,"BREAD, BACON, LETTUCE, TOMATO, BLOCK, CLOG, JAM, STOP, DOUBLE, HIT, RUN, WALK, FRY, TALK, WONDER, WORLD",1,1,1
234,"PLANT, SEED, WATER, WEED, CAESAR, GREEK, GREEN, WEDGE, FEUD, MILLIONAIRE, PYRAMID, WHEEL, WAY, WEE, WHY, WHOA",0,0,0
235,"CLUB, GROUP, PARTY, TEAM, CLARITY, DEFINITION, DETAIL, RESOLUTION, CHAMPAGNE, DIJON, NICE, TOURS, BALL, COUNTDOWN, FIREWORKS, KISS",1,1,0
236,"ORCA, PANDA, SKUNK, ZEBRA, CHAIN, SERIES, STRING, TRAIN, BASS, DOVE, DESERT, WIND, BEAR, SAND, SPEED, TOURIST",0,0,0
237,"CROP, POLO, TANK, TEE, BAD, FLY, FRESH, RAD, BEE, EX, GEE, JAY, BOY, BY, CURIOUS, SAINT",1,1,1
238,"BUMPER, HOOD, TIRE, TRUNK, BOLT, DART, DASH, ZIP, CARDINAL, JAY, LARK, SWIFT, HANCOCK, HOLIDAY, MONK, PARKER",2,7,1
239,"MESSAGE, OMEN, SIGN, WARNING, GEN, MS, PROF, REV, CHARCOAL, INK, PAINT, PASTEL, BELL, BLACK, DR, GHOST",2,4,2
240,"ALLEY, DRIVE, LANE, STREET, FOLIO, LEAF, PAGE, SHEET, CHECK, CURB, LIMIT, STEM, BLOW, HOLD, PICK, THUMB",1,2,1
241,"BABY, BOO, DEAR, LOVE, LINE, POINT, RAY, SEGMENT, ENERGY, FIRE, JUICE, ZIP, AGENT, CODE, SANTA, SAUCE",1,2,1
242,"LIGHT, MELLOW, MILD, SOFT, BELLY, CHOP, HOCK, SHOULDER, CROWN, ROBE, TABLET, TORCH, CANDLE, DANDELION, DICE, EYELASH",1,2,1
243,"BOAT, CAR, PLANE, TRAIN, DOWN, GAME, IN, ON BOARD, DASH, DROP, PINCH, SPLASH, BLUE, GOOSE, RASP, STRAW",1,1,1
244,"ANGEL, CLOWN, PIRATE, WITCH, COMB, HIVE, HONEY, WAX, PERIOD, SPELL, STRETCH, WHILE, DEAR, HAIR, HOARSE, WAIL",2,3,1
245,"DRYER, HAMPER, IRON, WASHER, DIRECT, GUIDE, LEAD, STEER, IODINE, IOTA, MYSELF, ONE, DEATH, HIDDEN, SILICON, UNCANNY",2,3,1
246,"BUZZ, CALL, DIAL, RING, APPENDIX, CHAPTER, INDEX, PREFACE, DINKY, LITTLE, MINUTE, SLIGHT, ITCHY, JERRY, PINKY, SPEEDY",4,10,3
247,"BELT, BRACELET, TIE, WATCH, BIT, JOKE, ROUTINE, SKETCH, APPEAL, CHARM, DRAW, PULL, CANINE, FREIGHT, OFTEN, STONE",4,10,3
248,"FLASH, JIFFY, SECOND, WINK, CHIEF, FIRST, MAIN, PRINCIPAL, BROADWAY, FIFTH, MADISON, PARK, AMATEUR, ELEVENTH, HAPPY, RUSH",0,0,0
249,"BANK, SAVE, STASH, STORE, GALL, GUTS, NERVE, STONES, CARROT, COAL, SNOW, STICKS, BONE, BUSINESS, GIRL, PAGES",1,3,1
250,"HOE, PLOW, RAKE, SICKLE, PLOT, PLOY, RUSE, TRICK, AMUSE, DELIGHT, PLEASE, TICKLE, BANG, PLOP, SPLASH, THUD",4,10,3
251,"CRAB, CRANK, GROUCH, GRUMP, CROUCH, DUCK, SQUAT, STOOP, ANTHEM, FLAG, MOTTO, SEAL, CHEAT, CROOK, QUACK, SHARK",0,0,0
252,"BADGER, BUG, HOUND, NAG, ARENA, BOWL, DOME, FIELD, DIVIDE, FORK, PART, SPLIT, FOX, LINING, SCREEN, SPOON",1,2,1
253,"BUNKER, FAIRWAY, GREEN, ROUGH, ENOUGH, MERCY, STOP, UNCLE, BAWDY, BLUE, COARSE, RISQUE, BOUGH, COUGH, DOUGH, TOUGH",1,1,1
254,"CLOUD, FOG, HAZE, MIST, SHADOW, TAIL, TRACK, TRAIL, BALL, BUMPER, FLIPPER, PLUNGER, ICE, IRE, FIN, NETHER",1,1,0
255,"CHIFFON, SATIN, SILK, VELVET, PERCH, ROOST, SETTLE, LAND, EYELET, LACE, SOLE, TONGUE, BABY, BLOW, PACKAGE, SPEECH",4,10,4
256,"BANK, BED, DELTA, MOUTH, BREEZE, CINCH, PICNIC, SNAP, COIL, SPIRAL, TWIST, WIND, BOUND, LEAP, SPRING, VAULT",0,0,0
257,"FLOAT, SHAKE, SPLIT, SUNDAE, BOLT, NAIL, RIVET, SCREW, CORN, OLIVE, PALM, PEANUT, FINGERS, NOTE, RICE, WICKET",1,2,1
258,"EBB, FADE, FLAG, WANE, PURE, SHEER, TOTAL, UTTER, AIR, SPEAK, STATE, VOICE, BANNER, PRINCE, STARK, WAYNE",4,10,3
259,"HI, LA, MA, OK, BET, E, HALLMARK, USA, ALFA, BRAVO, ROMEO, TANGO, BOO, POM, TOM, YO",1,3,1
260,"CLEF, NOTE, REST, STAFF, BULL, CRAB, SCALES, TWINS, CAPITOL, COLUMBIA, VIRGIN, ISLAND, CAN, GEM, LIB, TAU",1,1,1
261,"BIG, GIANT, GREAT, HUGE, FICTION, HUMOR, POETRY, TRAVEL, CHEERS, EUPHORIA, FELICITY, GLEE, CONSTRUCTION, FRASIER, PAPER, WHOOPING",1,1,1
262,"BAGUETTE, BUN, LOAF, ROLL, CLINCH, GUARANTEE, LOCK, SECURE, CHIP, MARK, NICK, SCRATCH, HAIR, LETTUCE, STATE, STEAM",2,3,1
263,"CABLE, ELECTRIC, GAS, WATER, ACOUSTIC, AUDITORY, HEARD, SONIC, COUPLE, HITCH, LINK, TIE, AMP, FIRE, HYPE, PUMP",1,2,1
264,"BASKET, BIN, CHEST, HAMPER, BAND, CIRCLE, HOOP, RING, CAP, CHECK, CURB, LIMIT, NBA, PAPER, PEARL, TRAFFIC",1,1,1
265,"MALL, MARKET, OUTLET, STORE, SHAVE, THREAD, TWEEZE, WAX, CUT, PIECE, SHARE, TAKE, ALLEN, CRESCENT, MONKEY, SOCKET",2,3,2
266,"DODGE, DUCK, ESCAPE, SKIRT, BIRDS, NOTORIOUS, REBECCA, ROPE, GOOSE, HOBBES, ROBIN, WATSON, COTTAGE, CREAM, SAY, STRING",0,0,0
267,"ARCH, BALL, SOLE, TOE, BASS, HARP, HORN, ORGAN, COME, DOWN, SIT, STAY, DOG, HEEL, JERK, SNAKE",2,3,2
268,"BEDROOM, DEN, KITCHEN, STUDY, ATOLL, BAR, ISLAND, KEY, CRAM, JAM, PACK, STUFF, BAG, COUNTER, DIP, SPROUT",0,0,0
269,"HUM, SING, SCAT, WHISTLE, COUNT, GROSS, SUM, TOTAL, LIME, MINT, RUM, SODA, GLUE, GUM, TAPE, STICK",4,10,3
270,"CITY, COUNTY, TOWN, VILLAGE, CHOP, GRIND, PULSE, PUREE, CAPITAL, EQUITY, INTEREST, STOCK, IVY, JUSTICE, LITTLE, PREMIER",4,10,1
271,"HIDDEN, PRIVATE, REMOTE, SECRET, AMOUNT, NUMBER, QUANTITY, VOLUME, CANAL, CHANNEL, SOUND, STRAIT, 96, MOW, NOON, SIS",1,3,1
272,"KNOCK, PAN, ROAST, SLAM, ALONE, CATFISH, CHOPPED, SURVIVOR, FIAT, JAGUAR, MINI, RAM, BACHELOR, LILY, MAXI, MOUSE",1,3,1
273,"PASTY, PIE, TART, TURNOVER, BOUQUET, PARFAIT, RAGOUT, RAPPORT, JAPAN, POLAND, TUNISIA, TURKEY, BIRD, CURRY, JAMES, JORDAN",0,0,0
274,"CANYON, GULCH, PASS, RAVINE, GORGE, GULP, SCARF, WOLF, APPLE, BASHFUL, MIRROR, QUEEN, CHEN, CLARK, COWL, CRAVEN",0,0,0
275,"CANINE, FANG, MOLAR, TUSK, CHIC, HIP, HOT, IN, FLOSS, ROBOT, VOGUE, WORM, LEECH, STRAW, VACUUM, VAMPIRE",0,0,0
276,"CARDINAL, LAMA, MONK, PASTOR, BABOON, BONOBO, GIBBON, GORILLA, MANGO, MINT, TAMARIND, TOMATO, APE, MIME, MIRROR, PARROT",4,10,2
277,"BIRTH, CREATION, DAWN, START, AUGUST, GRAND, NOBLE, REGAL, MARCH, STEP, STRIDE, TREAD, EARTH, GROUNDHOG, LABOR, MAY",0,0,0
278,"GANDER, GLANCE, GLIMPSE, LOOK, ACT, BLUFF, CHARADE, FRONT, CLIFF, CRAG, LEDGE, RIDGE, PEAK, PEEK, PEKE, PIQUE",0,0,0
279,"DIPS, LUNGES, PLANKS, SQUATS, BEST, CHEERS, REGARDS, THANKS, CARDS, JAYS, NATS, YANKS, BANKS, MOSS, TAYLOR, WARREN",4,10,2
280,"BULL, HOGWASH, NONSENSE, ROT, DIRECT, GUIDE, LEAD, STEER, BUFFALO, DEER, FISH, MOOSE, DANE, LAKE, SEAL, WHITE",1,2,1
281,"EW, ICK, PU, UGH, O, OK, US, W, HAI, JA, SI, DA, OUI, WE, WEE, WII",1,1,1
282,"ANGER, FEAR, HAPPINESS, SURPRISE, BEHOLD, PRESTO, TADA, VOILA, GET, LAND, SECURE, WIN, ADAM, CARPENTER, FIRE, RED",2,3,1
283,"LETTER, PARAGRAPH, SENTENCE, WORD, FEATURE, HALLMARK, STAMP, TRAIT, CARD, CLOWN, CUTUP, JOKER, BOOK, TABLE, TEA, TREE",0,0,0
284,"FORD, GRANT, LINCOLN, WILSON, COACH, GM, PLAYER, SCOUT, BMW, HONDA, JAGUAR, SUBARU, AUTO, POST, SEMI, SUB",1,1,1
285,"LIGHT, SHORT, SPARE, THIN, BALL, BLAST, KICK, RIOT, BOOM, DOLLY, LENS, TRIPOD, CLUE, GRIP, LIFE, ROOM",1,3,1
286,"ANISE, DILL, NUTMEG, SAGE, BRIGHT, QUICK, SHARP, SMART, AXE, DEGREE, OLD SPICE, SECRET, CLUB, MACE, SPEAR, SWORD",2,3,2
287,"DIET, EXERCISE, FRESH AIR, SLEEP, COMPOSE, FORWARD, REPLY ALL, SEND, RADIOLAB, SERIAL, UP FIRST, WTF, BLACK, DIVINE, PROP, SKETCH",2,6,1
288,"FLIP-FLOP, SUNSCREEN, TOWEL, UMBRELLA, CURLY, SHOESTRING, WAFFLE, WEDGE, HEDGE, SEE-SAW, WAVER, YO-YO, BREEZE, MARY, MULE, RUSSIAN",0,0,0
289,"CHIME, DING, PING, RING, RAT, SING, SNITCH, SQUEAL, CAMP, DIVISION, FACTION, WING, BING, EDGE, SURFACE, WORD",1,3,1
290,"BOND, CD, OPTION, STOCK, LP, PLATTER, VINYL, WAX, BOUILLON, DIE, ICE, SUGAR, FUNNY, HERRING, SOUP, WISH",0,0,0
